ID,Date,Act.High,Act.Low,Act.Avg,Norm.High,Norm.Low,Norm.Avg,Norm.Dept,Precip.Amt,Snow.Amt,Snow.Ground,Heat.Deg.Day,Cool.Deg.Day,ZSCORE.Avg.Temp,Absolute.Dev.Avg.Temp,ZSCORE.Precip.Amt,DAY,MONTH,NMAXTEMPC,NMINTEMPC,NORMAVGTEMPC,NMAXTEMPF,NMINTEMPF,NAVGTEMPF,NPRECIP,NSNOW,RECORDMAXTEMP,RECORDMAXYR,RECORDLOWMAX,RECORDLOMAXYR,RECORDMINTEMP,RMXYR,RECORDHIGHMIN,RHIMNYR,MAXPRECIP,MXPRCPYR,MAXSNOW,MXSNYR
732,2013-12-19,16,-1,8,8,0,4,4,0,0,0,10,0,0.848668425,-4,-0.698206454,19,12,8,0,4,46,32,39,0.1,0,74,1924,14,1884,6,1884,47,1984,1.34,2009,15,2009
733,2013-12-20,16,7,12,7,0,3,9,0,0,0,6,0,2.052118496,-9,-0.698206454,20,12,7,-1,3,45,31,38,0.09,0.1,66,1889,16,1884,5,1942,52,1895,1.56,1957,5,1892
734,2013-12-21,22,11,16,7,0,3,13,0,0,0,2,0,2.577323263,-13,-0.597305839,21,12,7,-1,3,45,31,38,0.09,0.1,72,2013,24,1935,4,1942,51,2013,1.38,1905,5.3,1962
735,2013-12-22,22,14,18,7,-1,3,15,0.61,0,0,0,0,2.221066887,-15,0.244011624,22,12,7,-1,3,45,31,38,0.1,0.1,72,2013,17,1989,3,1872,57,2013,1.68,1881,8.5,1908
736,2013-12-23,18,5,12,7,-1,3,9,2.16,0,0,6,0,1.021550444,-9,2.373773231,23,12,7,-1,3,45,31,38,0.09,0,71,1990,22,1989,7,1989,57,1990,1.67,2015,5.6,1963
737,2013-12-24,6,-3,2,7,-1,3,-1,0,0,0,16,0,-0.719728722,1,-0.513774897,24,12,7,-1,3,45,31,38,0.1,0.1,71,2015,23,1989,5,1983,60,2015,2.36,1986,6.5,1966
738,2013-12-25,1,-6,-2,7,-1,3,-5,0,0,0,20,0,-1.30371676,5,-0.43038755,25,12,7,-1,3,44,30,37,0.09,0.1,72,1964,14,1983,3,1983,57,2015,1.41,1945,5.4,1962
739,2013-12-26,7,-3,2,7,-1,3,-1,0,0,0,16,0,-0.657559118,1,-0.43038755,26,12,7,-1,3,44,30,37,0.09,0.1,72,1889,18,1914,4,1935,52,1982,1.42,2012,10,1890
740,2013-12-27,10,-1,4,7,-1,3,1,0,0,0,14,0,-0.380345476,-1,-0.43038755,27,12,7,-1,3,44,30,37,0.09,0.1,72,1971,17,1925,2,1914,51,2015,1.16,1894,3.3,1939
741,2013-12-28,14,-1,6,7,-1,3,3,0,0,0,12,0,-0.082336663,-3,-0.43038755,28,12,7,-1,3,44,30,37,0.09,0.1,75,1946,19,1894,10,1914,50,2008,1.38,1922,2,1993
742,2013-12-29,11,6,8,7,-1,3,5,3.33,0,0,10,0,0.224687488,-5,2.961802545,29,12,7,-1,3,44,30,37,0.09,0.1,75,1984,14,1880,2,1917,49,1940,2.57,1901,5,1935
743,2013-12-30,9,2,6,7,-1,3,3,0,0,0,12,0,-0.13008223,-3,-0.415869535,30,12,7,-1,3,44,30,37,0.08,0.1,70,1990,9,1917,-7,1880,51,1990,1.81,1877,1.3,1935
744,2013-12-31,9,-1,4,6,-1,2,2,0,0,0,14,0,-0.517418191,-1,-0.415869535,31,12,7,-2,3,44,29,37,0.08,0.1,70,1965,12,1917,-13,1880,52,1884,1.68,1975,4.9,1970
745,2014-01-01,9,-1,4,6,-1,2,2,0,0,0,14,0,-0.533690507,-1,-0.411908706,1,1,7,-2,3,44,29,37,0.09,0.1,69,2005,17,1918,-14,1881,51,1876,1.52,2003,4.5,1899
746,2014-01-02,4,1,2,6,-2,2,0,0.86,48,0,16,0,-0.857768281,0,0.40123943,2,1,6,-2,2,43,29,36,0.08,0.2,71,1876,15,1918,-1,1899,52,1876,1.44,1979,4.5,1925
747,2014-01-03,1,-8,-4,6,-2,2,-6,0,0,51,22,0,-1.60422237,6,-0.470139131,3,1,6,-2,2,43,29,36,0.09,0.1,68,2004,10,1879,-3,1877,52,2000,1.87,1914,2.4,1988
748,2014-01-04,1,-8,-4,6,-2,2,-6,0,0,51,22,0,-1.375017777,6,-0.470139131,4,1,6,-2,2,43,29,36,0.08,0.1,73,1997,16,1879,-3,1877,60,1950,2.28,1886,2.1,1980
749,2014-01-05,6,-1,2,6,-2,2,0,0.28,0,25,16,0,-0.347404167,0,-0.206768174,5,1,6,-2,2,43,29,36,0.09,0.1,71,1997,18,1896,-3,1877,56,1950,1.44,1949,4.8,1980
750,2014-01-06,9,-12,-2,6,-2,2,-4,0.33,0,0,20,0,-1.048503207,4,-0.136702366,6,1,6,-2,2,43,29,36,0.09,0.1,73,2007,14,1884,2,1884,56,2007,1.35,1905,9,1892
751,2014-01-07,-6,-14,-10,6,-2,2,-12,0,0,0,28,0,-2.348526749,12,-0.369860114,7,1,6,-2,2,43,29,36,0.09,0.2,76,1907,18,1878,5,1884,55,1946,1.33,1908,13,1996
752,2014-01-08,-1,-11,-6,6,-2,2,-8,0,0,0,24,0,-1.305052879,8,-0.369860114,8,1,6,-2,2,43,29,36,0.09,0.1,73,2008,16,1942,0,1878,57,1998,2.21,1884,6.3,1988
753,2014-01-09,5,-2,2,6,-2,2,0,0,0,0,16,0,0.210661827,0,-0.369860114,9,1,6,-2,2,43,29,36,0.09,0.2,76,1937,12,1970,4,1970,56,1937,1.87,1879,2.9,1926
754,2014-01-10,4,-2,1,6,-2,2,-1,0.74,0,0,17,0,0.026376857,1,0.427656972,10,1,6,-2,2,43,29,36,0.09,0.1,70,1950,15,1982,-3,1875,50,1950,0.81,1965,3.8,1965
755,2014-01-11,14,3,8,6,-2,2,6,2.21,0,0,10,0,1.288291047,-6,1.728036819,11,1,6,-2,2,43,29,36,0.1,0.2,75,1975,14,1886,2,1982,56,1975,1.72,1922,4.3,1904
756,2014-01-12,12,2,7,6,-2,2,5,0,0,0,11,0,1.073863657,-5,-0.527255329,12,1,6,-2,2,43,28,36,0.09,0.2,76,1890,15,1886,3,1886,47,1890,2.77,1915,5,1893
757,2014-01-13,16,0,8,6,-2,2,6,0,0,0,10,0,1.259012563,-6,-0.490325016,13,1,6,-2,2,43,28,36,0.09,0.2,75,1932,8,1912,-8,1912,60,1932,1.26,1948,6.4,1982
758,2014-01-14,12,5,8,6,-2,2,6,0.89,0,0,10,0,1.201064271,-6,0.873542315,14,1,6,-2,2,43,28,36,0.1,0.2,76,1932,20,1912,-13,1912,52,1995,1.82,2005,1.6,1957
759,2014-01-15,10,4,7,6,-2,2,5,0,0,0,11,0,0.958144947,-5,-0.576929066,15,1,6,-2,2,43,28,36,0.09,0.2,77,1932,17,1893,4,1886,56,1995,1.18,1885,8.5,1892
760,2014-01-16,6,1,4,6,-2,2,2,0,0,0,14,0,0.432333696,-2,-0.576929066,16,1,6,-2,2,43,28,36,0.09,0.2,73,1953,15,1893,2,1893,45,1894,1,1909,2.2,1965
761,2014-01-17,9,-1,4,6,-2,2,2,0,0,0,14,0,0.406474575,-2,-0.491964839,17,1,6,-2,2,43,28,36,0.09,0.3,74,1943,10,1982,-5,1982,48,1913,1.09,1994,5.5,1935
762,2014-01-18,4,-4,0,6,-2,2,-2,0,0,0,18,0,-0.348470254,2,-0.491964839,18,1,6,-2,2,43,28,36,0.09,0.2,69,1990,21,1977,-6,1893,50,1990,1.3,1980,3.6,1984
763,2014-01-19,11,-4,4,6,-2,2,2,0,0,0,14,0,0.288402671,-2,-0.491964839,19,1,6,-2,2,43,28,36,0.09,0.2,71,1951,8,1994,-4,1994,49,1986,1.41,1936,7,1961
764,2014-01-20,15,3,9,6,-2,2,7,0,0,0,9,0,1.088435766,-7,-0.457318853,20,1,6,-2,2,43,28,36,0.09,0.2,70,1951,18,1994,-2,1985,47,1900,1.77,1937,3.8,1975
765,2014-01-21,5,-8,-2,6,-2,2,-4,0.46,97,0,20,0,-0.885101612,4,0.284335001,21,1,6,-2,2,43,28,36,0.1,0.2,70,1959,17,1985,-4,1985,44,1906,1.41,1902,3.8,2014
766,2014-01-22,-7,-13,-10,6,-2,2,-12,0,0,102,28,0,-2.320401524,12,-0.470246348,22,1,6,-2,2,43,28,36,0.09,0.2,76,1927,19,2014,1,1893,51,1916,1.49,1987,10.8,1987
767,2014-01-23,-2,-11,-6,6,-2,2,-8,0,0,76,24,0,-1.602751568,8,-0.470246348,23,1,7,-2,2,44,28,36,0.09,0.2,72,1974,16,1936,0,1936,50,1932,1.79,1998,11.3,2016
768,2014-01-24,-4,-12,-8,6,-2,2,-10,0,0,76,26,0,-1.642579065,11,-0.470246348,24,1,7,-2,3,44,29,37,0.09,0.2,73,1950,18,1948,3,1963,47,1950,1.34,1923,9.5,1940
769,2014-01-25,2,-6,-2,7,-2,2,-4,0,0,51,20,0,-0.641319006,5,-0.395442065,25,1,7,-2,3,44,29,37,0.09,0.2,75,1950,16,1897,3,1935,54,1950,1.66,1978,9.3,2000
770,2014-01-26,2,-7,-2,7,-2,2,-4,0,0,25,20,0,-0.548672641,5,-0.358527936,26,1,7,-2,3,44,29,37,0.09,0.2,79,1950,17,1961,5,1948,56,1950,1.52,2011,6.9,1966
771,2014-01-27,12,-5,4,7,-2,2,2,0,0,0,14,0,0.462825723,-1,-0.358527936,27,1,7,-2,3,44,29,37,0.08,0.1,75,1974,22,1961,6,1935,55,1916,0.99,1967,5,1922
772,2014-01-28,-5,-11,-8,7,-2,2,-10,0,13,0,26,0,-1.31725673,11,-0.358527936,28,1,7,-2,3,44,29,37,0.1,0.2,73,1949,18,1897,-2,1935,48,1944,2.15,1922,21,1922
773,2014-01-29,-3,-11,-7,7,-2,2,-9,0.08,9.9,25,25,0,-1.018457118,10,0.369462881,29,1,7,-2,3,44,29,37,0.09,0.3,76,1975,16,1966,2,1873,46,1974,1.02,1912,12,1966
774,2014-01-30,1,-9,-4,7,-2,2,-6,0,0,0,22,0,-0.424453599,7,-0.302287812,30,1,7,-2,3,44,29,37,0.09,0.2,77,2002,16,1934,-6,1873,52,2013,0.97,1939,11.5,1930
775,2014-01-31,11,-4,4,7,-2,3,1,0,0,0,14,0,0.990391732,-1,-0.302287812,31,1,7,-2,3,44,29,37,0.1,0.2,71,1916,22,1936,-2,1905,46,1916,1.18,1878,5.7,1949
776,2014-02-01,12,-2,5,7,-2,3,2,0,0,0,13,0,1.140107592,-2,-0.302287812,1,2,7,-2,3,44,29,37,0.1,0.2,77,2002,19,1900,6,1935,48,2012,2.05,2008,8,1934
777,2014-02-02,18,1,10,7,-2,3,7,0,0,0,8,0,1.682879873,-7,-0.302287812,2,2,7,-2,3,45,29,37,0.09,0.3,72,1990,14,1881,2,1904,46,1990,2.11,1897,5.3,1996
778,2014-02-03,10,1,6,7,-2,3,3,3.76,0,0,12,0,1.022642029,-3,3.587525699,3,2,7,-2,3,45,29,37,0.1,0.2,65,1927,16,1905,0,1895,44,2006,1.48,2014,9.2,1886
779,2014-02-04,4,-1,2,7,-1,3,-1,0.13,0,0,16,0,0.52689112,1,-0.171152589,4,2,7,-2,3,45,29,37,0.1,0.3,70,1991,15,1886,2,1898,48,1952,2.02,1998,4.5,1995
780,2014-02-05,7,1,4,7,-1,3,1,0.84,0,0,14,0,0.772587336,-1,0.532342799,5,2,7,-2,3,45,29,37,0.09,0.2,70,1991,13,1917,-2,1918,52,1890,0.8,1908,8.7,2010
781,2014-02-06,3,-1,1,7,-1,3,-2,0,0,0,17,0,0.187947508,2,-0.328699469,6,2,7,-1,3,45,30,38,0.09,0.2,74,2008,10,1895,1,1895,55,2008,2.29,1896,9.1,2010
782,2014-02-07,7,-2,2,7,-1,3,-1,0,0,0,16,0,0.281379965,1,-0.328699469,7,2,7,-1,3,45,30,38,0.09,0.3,64,2008,10,1895,3,1907,47,1904,1.29,1951,14.4,1936
783,2014-02-08,3,-2,0,8,-1,3,-3,0,0,0,18,0,-0.202919862,3,-0.328699469,8,2,8,-1,3,46,30,38,0.1,0.2,68,2015,12,1895,0,1895,42,1882,1.63,1961,6.4,1961
784,2014-02-09,2,-2,0,8,-1,3,-3,0,3,0,18,0,-0.232823666,3,-0.328699469,9,2,8,-1,3,46,30,38,0.09,0.2,70,2001,10,1899,-7,1899,46,1990,1.92,1885,5.4,1906
785,2014-02-10,2,-4,-1,8,-1,3,-4,0,0,0,19,0,-0.455629278,4,-0.328699469,10,2,8,-1,3,46,30,38,0.1,0.2,68,1960,4,1899,-8,1899,53,1925,0.83,1881,9.3,1926
786,2014-02-11,2,-6,-2,8,-1,3,-5,0,0,0,20,0,-0.579891809,5,-0.328699469,11,2,8,-1,3,46,30,38,0.09,0.2,76,1932,12,1899,-15,1899,47,1887,1.91,1983,16.4,1983
787,2014-02-12,-1,-7,-4,8,-1,3,-7,0.23,27.9,0,22,0,-1.151741805,7,-0.109057687,12,2,8,-1,3,46,30,38,0.09,0.2,74,1999,11,1899,4,1899,51,1932,1.37,1985,7,1899
788,2014-02-13,4,-3,0,8,-1,4,-4,4.09,150.1,152,18,0,-0.401947701,4,2.549657737,13,2,8,-1,4,47,31,39,0.09,0.3,72,1951,10,1899,2,1917,53,1880,1.77,1971,12,1899
789,2014-02-14,11,1,6,8,-1,4,2,0,0,102,12,0,1.041416994,-2,-0.441193165,14,2,8,-1,4,47,31,39,0.1,0.2,73,1990,17,1916,4,1905,54,1984,0.98,1940,4.9,1885
790,2014-02-15,4,-1,2,8,-1,4,-2,0.18,0,76,16,0,-0.018442778,2,-0.319484362,15,2,8,-1,4,47,31,39,0.09,0.2,77,1949,18,1943,-6,1899,52,1909,1.38,1958,12.9,1958
791,2014-02-16,3,-3,0,8,-1,4,-4,0,0,51,18,0,-0.487574829,4,-0.451583562,16,2,8,-1,4,47,31,39,0.1,0.2,75,1954,18,1904,5,1905,54,1954,2.14,2003,13.3,2003
792,2014-02-17,3,-4,0,9,0,4,-4,0,0,25,18,0,-0.389615303,4,-0.451583562,17,2,9,-1,4,48,31,40,0.09,0.2,79,1976,13,1958,5,1958,61,1891,0.91,1982,8.5,1900
793,2014-02-18,14,-1,6,9,0,4,2,0.15,7.9,25,12,0,1.801970779,-2,-0.213845169,18,2,9,-1,4,48,31,40,0.09,0.2,77,2011,15,1979,3,1903,52,2011,1.1,1960,4.7,1979
794,2014-02-19,17,2,10,9,0,4,6,0.3,0,0,8,0,2.345255363,-6,-0.082006942,19,2,9,0,4,48,32,40,0.09,0.2,74,1939,16,1903,4,1903,52,1981,1.67,1927,14,1979
795,2014-02-20,13,3,8,9,0,4,4,0,0,0,10,0,1.569728186,-4,-0.315747654,20,2,9,0,4,48,32,40,0.09,0.2,76,1930,18,1896,5,2015,59,1939,1.45,1921,7.6,1947
796,2014-02-21,21,4,12,9,0,5,7,0.08,0,0,6,0,2.005389358,-7,-0.244680665,21,2,9,0,5,49,32,41,0.1,0.2,75,1953,21,1885,7,1885,51,1954,1.44,1902,7.5,1929
797,2014-02-22,18,1,10,9,0,5,5,0,0,0,8,0,1.358408151,-5,-0.321343014,22,2,9,0,5,49,32,41,0.09,0.2,77,1874,21,1963,9,1963,60,1874,2.27,2003,4.5,1894
798,2014-02-23,18,8,13,9,0,5,8,0,0,0,5,0,1.616447718,-8,-0.321343014,23,2,9,0,5,49,32,41,0.1,0.1,78,1874,27,1901,11,1907,51,1922,1.34,1994,6.9,1987
799,2014-02-24,9,1,5,10,0,5,0,0,0,0,13,0,0.122104374,0,-0.321343014,24,2,9,1,5,49,33,41,0.09,0.2,78,1985,16,1914,1,1873,52,1975,1.67,1979,5.2,1966
800,2014-02-25,4,-1,2,10,0,5,-3,0.28,71.1,0,16,0,-0.477700025,4,-0.07118074,25,2,10,1,6,50,33,42,0.1,0.2,84,1930,21,1934,-1,1914,54,1891,1.19,1886,6.5,1894
801,2014-02-26,3,-3,0,10,0,5,-5,0.18,24.9,0,18,0,-0.906126498,6,-0.179491198,26,2,10,1,6,50,33,42,0.09,0.1,74,1932,24,1904,12,1970,56,1890,1.21,1912,2.7,1993
802,2014-02-27,6,-6,0,10,1,5,-5,0,0,0,18,0,-1.036860952,6,-0.337142826,27,2,10,1,6,50,33,42,0.09,0.2,77,1997,19,1934,8,1934,51,1997,0.91,1958,3.5,1906
803,2014-02-28,-1,-10,-6,10,1,5,-11,0,0,0,24,0,-1.947059384,12,-0.706096143,28,2,11,1,6,51,33,42,0.09,0.1,82,1948,27,1934,-1,1934,56,1910,1.13,1902,3.1,1964
807,2014-03-01,8,-5,2,10,1,6,-4,0,0,0,16,0,-0.417360847,4,-0.706096143,1,3,11,1,6,51,34,43,0.09,0.1,80,1976,21,1980,13,1884,57,1910,0.92,1954,4.8,1905
808,2014-03-02,12,2,7,11,1,6,1,0.58,0,0,11,0,0.441555191,-1,2.805897063,2,3,11,1,6,51,34,43,0.1,0.1,77,1972,25,1980,13,1925,59,1972,1.65,1994,4.5,2009
809,2014-03-03,3,-8,-2,11,1,6,-8,1.4,97,25,20,0,-1.159135217,8,3.230629224,3,3,11,1,6,51,34,43,0.09,0.1,79,1923,26,1960,11,1925,51,1991,1.75,1909,7.1,1960
810,2014-03-04,1,-10,-4,11,1,6,-10,0,0,102,22,0,-1.39117283,10,-0.532166877,4,3,11,1,6,52,34,43,0.09,0.1,82,1983,20,1873,4,1873,58,1974,1.24,1993,9.8,1909
811,2014-03-05,8,-4,2,11,1,6,-4,0,0,51,16,0,-0.327820421,5,-0.500737254,5,3,11,2,7,52,35,44,0.1,0,83,1976,23,1872,6,1872,59,1880,1.52,1965,4.8,2015
812,2014-03-06,2,-3,0,11,2,6,-6,0,0,0,18,0,-0.570550431,7,-0.445574752,6,3,11,2,7,52,35,44,0.1,0.1,81,1961,21,1901,10,1888,53,1935,1.52,1932,5.2,1923
813,2014-03-07,8,-1,4,12,2,7,-3,0,0,0,14,0,0.17919289,3,-0.445574752,7,3,12,2,7,53,35,44,0.1,0.1,77,1961,27,1932,13,1890,58,1921,1.32,1880,8,1941
814,2014-03-08,19,0,10,12,2,7,3,0,0,0,8,0,1.328339945,-3,-0.429272304,8,3,12,2,7,53,35,44,0.11,0.1,85,2000,28,1996,14,1986,59,1921,1.97,1995,5.8,1911
815,2014-03-09,11,6,8,12,2,7,1,0,0,0,10,0,1.012321464,-1,-0.429272304,9,3,12,2,7,53,36,45,0.1,0,80,1964,26,1932,16,1932,52,2000,2.79,1881,8.4,1999
816,2014-03-10,16,4,10,12,2,7,3,0,0,0,8,0,1.547959806,-3,-0.429272304,10,3,12,2,7,54,36,45,0.1,0.1,79,2016,31,1932,14,1932,57,2016,1.72,1871,5.3,1907
817,2014-03-11,22,7,14,12,2,7,7,0,0,0,4,0,1.925851546,-7,-0.429272304,11,3,12,2,7,54,36,45,0.1,0.1,78,1967,30,1934,15,1960,57,2016,1.65,1888,6,1888
818,2014-03-12,21,1,11,12,2,7,4,0.1,0,0,7,0,1.214812609,-4,-0.134108632,12,3,12,2,7,54,36,45,0.11,0,89,1990,30,1900,11,1900,55,1898,2.6,1878,2,1968
819,2014-03-13,2,-5,-2,13,3,8,-10,0,0,0,20,0,-0.919215785,10,-0.365240041,13,3,13,3,8,55,37,46,0.11,0,87,1990,25,1888,14,1896,57,1977,2.29,1993,6.5,1993
820,2014-03-14,16,-2,7,13,3,8,-1,0,0,0,11,0,0.48367087,1,-0.365240041,14,3,13,3,8,55,37,46,0.11,0.1,86,1990,28,1993,13,1888,59,1929,1.66,1940,4,1937
821,2014-03-15,21,8,14,13,3,8,6,0,0,0,4,0,1.460236265,-6,-0.365240041,15,3,13,3,8,56,37,47,0.12,0,82,2012,32,1932,15,1993,60,1990,1.45,1953,8,1900
822,2014-03-16,9,-1,4,13,3,8,-4,0.81,84.1,76,14,0,-0.263038188,4,1.489236298,16,3,13,3,8,56,38,47,0.12,0.1,87,1945,28,1911,14,1911,63,1990,1.79,2007,5.2,1892
823,2014-03-17,0,-3,-2,13,3,8,-10,0.89,99.1,178,20,0,-1.132280485,10,1.53079768,17,3,13,3,8,56,38,47,0.12,0,88,1945,25,1900,13,1900,56,1945,1.34,1990,3.9,2014
824,2014-03-18,6,-1,2,14,3,8,-6,0,0,152,16,0,-0.544016321,7,-0.402855689,18,3,14,3,9,57,38,48,0.12,0,81,1989,30,1941,13,1900,58,1927,1,1983,2.5,1892
825,2014-03-19,7,2,4,14,3,9,-5,0.94,0,0,14,0,-0.325527229,5,2.088284186,19,3,14,3,9,57,38,48,0.12,0,87,1945,27,1877,12,1876,56,2012,2.12,1958,2.3,1906
826,2014-03-20,16,6,11,14,4,9,2,0,0,0,7,0,0.867290599,-2,-0.503688263,20,3,14,4,9,57,39,48,0.13,0.1,83,1945,20,1885,12,1885,62,2012,1.95,2003,5.2,1914
827,2014-03-21,14,7,10,14,4,9,1,0,0,0,8,0,0.581987695,-1,-0.503688263,21,3,14,4,9,58,39,49,0.12,0,89,1921,31,1885,10,1885,59,2012,2.15,1918,5.3,1924
828,2014-03-22,23,7,15,14,4,9,6,0,0,0,3,0,1.328393672,-6,-0.503688263,22,3,14,4,9,58,39,49,0.12,0,90,1907,27,1885,17,1892,66,1948,1.83,1891,3.8,1914
829,2014-03-23,11,1,6,15,4,9,-3,0,0,0,12,0,-0.269146053,3,-0.503688263,23,3,14,4,9,58,40,49,0.12,0,93,1907,28,1885,16,1888,64,1929,1.85,2005,2.8,1934
830,2014-03-24,6,-3,2,15,4,10,-8,0,0,0,16,0,-0.900776751,8,-0.503688263,24,3,15,4,10,59,40,50,0.12,0,85,1907,28,1906,17,1885,54,2012,1.45,1905,1.9,1990
831,2014-03-25,2,-1,0,15,5,10,-10,0.74,42.9,0,18,0,-1.095750892,10,1.317295462,25,3,15,4,10,59,40,50,0.12,0.1,84,1939,33,1940,19,1940,66,1913,1.6,1876,1.7,2014
832,2014-03-26,4,-1,2,15,5,10,-8,0,0,0,16,0,-0.649881811,8,-0.601599502,26,3,15,5,10,59,41,50,0.12,0,87,1921,34,1894,23,1955,59,1913,2.16,1978,3,1900
833,2014-03-27,11,-3,4,15,5,10,-6,0,0,0,14,0,-0.212097963,7,-0.579361619,27,3,16,5,11,60,41,51,0.13,0,86,1921,34,1894,20,1894,62,1921,1.81,1919,6,1891
834,2014-03-28,20,8,14,16,5,10,4,0.1,0,0,4,0,1.44063826,-3,-0.342289372,28,3,16,5,11,60,41,51,0.12,0,85,1945,38,1891,21,1894,62,1908,1.63,1994,6,1891
835,2014-03-29,17,12,14,16,5,11,3,2.59,0,0,4,0,1.269264298,-3,3.05982734,29,3,16,5,11,61,41,51,0.12,0,92,1907,34,1887,18,1923,65,1989,1.64,1912,11.5,1942
836,2014-03-30,12,2,7,16,5,11,-4,2.67,0,0,11,0,0.14775777,4,2.289777521,30,3,16,6,11,61,42,52,0.13,0,87,1998,38,1883,21,1887,64,1945,1.59,1974,4.8,1964
837,2014-03-31,19,6,12,16,6,11,1,0,0,0,6,0,0.944905775,-1,-0.573950942,31,3,16,6,11,61,42,52,0.12,0,85,1981,37,1890,21,1923,63,1998,1.82,1886,3,1890
838,2014-04-01,19,7,13,16,6,11,2,0,0,0,5,0,1.00702039,-2,-0.507486038,1,4,17,6,11,62,42,52,0.11,0,88,1978,35,1887,15,1923,62,1998,1.67,1948,5.5,1924
839,2014-04-02,21,7,14,17,6,11,3,0,0,0,4,0,1.049656623,-2,-0.507486038,2,4,17,6,12,62,43,53,0.12,0,89,1963,41,1881,23,1907,57,1945,1.79,2005,0.5,1887
840,2014-04-03,21,12,16,17,6,12,4,0,0,0,2,0,1.238986569,-4,-0.440833927,3,4,17,6,12,62,43,53,0.11,0,87,1963,40,1896,27,1906,62,1945,2.28,1901,3.5,1915
841,2014-04-04,17,10,14,17,6,12,2,0.15,0,0,4,0,0.81189758,-2,-0.290304571,4,4,17,6,12,63,43,53,0.11,0,85,2011,39,1881,27,1899,66,1981,0.97,1984,0.2,1944
842,2014-04-05,16,8,12,17,7,12,0,0,0,0,6,0,0.421350486,0,-0.453600892,5,4,17,7,12,63,44,54,0.11,0,86,1910,36,1881,24,1881,61,1892,1.32,1905,0.5,1898
843,2014-04-06,17,4,10,17,7,12,-2,0,0,0,8,0,0.124825978,2,-0.453600892,6,4,17,7,12,63,44,54,0.1,0,92,1942,41,1881,26,1898,66,1947,2.23,1889,4,1889
844,2014-04-07,12,6,9,18,7,12,-3,0.97,0,0,9,0,-0.101343565,3,0.530417479,7,4,18,7,12,64,44,54,0.11,0,94,1929,38,1938,24,1982,64,1942,1.04,1988,0.6,1972
845,2014-04-08,20,11,16,18,7,12,4,0.1,0,0,2,0,1.091592417,-3,-0.422699084,8,4,18,7,13,64,45,55,0.11,0,93,1929,41,2003,29,2007,60,1926,2.13,1940,0.5,1916
846,2014-04-09,21,7,14,18,7,13,1,0,0,0,4,0,0.615765107,-1,-0.475123073,9,4,18,7,13,65,45,55,0.1,0,90,1959,41,1917,28,1972,66,1991,1.53,1906,1.5,1917
847,2014-04-10,22,7,14,18,7,13,1,0,0,0,4,0,0.535129551,-1,-0.475123073,10,4,18,7,13,65,45,55,0.11,0,91,2013,41,1894,28,1997,66,1922,1.57,1918,T,1975
848,2014-04-11,28,16,22,18,8,13,9,0,0,0,0,4,2.500531345,-9,-0.475123073,11,4,18,8,13,65,46,56,0.1,0,91,1930,38,1918,26,1909,65,1922,1.93,1919,2,1894
849,2014-04-12,25,14,20,19,8,13,7,0,0,0,0,2,1.61473352,-7,-0.466398836,12,4,19,8,13,66,46,56,0.1,0,90,1977,38,1918,24,1874,63,1947,1.99,1913,2,1918
850,2014-04-13,29,13,21,19,8,13,8,0,0,0,0,3,1.577904884,-8,-0.364327772,13,4,19,8,13,66,46,56,0.09,0,90,1977,41,1940,26,1874,60,1945,1.16,1961,0.1,1957
851,2014-04-14,27,18,22,19,8,14,8,0.15,0,0,0,4,1.603261165,-8,0.235235504,14,4,19,8,14,66,47,57,0.1,0,91,1960,43,1943,24,1950,65,2014,3.04,1970,0.3,1923
852,2014-04-15,22,3,12,19,8,14,-2,3.73,0,0,6,0,-0.777819773,2,3.494553554,15,4,19,8,14,67,47,57,0.09,0,89,1941,40,1923,28,1904,63,2002,2.41,2007,0.2,1923
853,2014-04-16,11,1,6,19,8,14,-8,0,0,0,12,0,-1.828126597,8,-0.350486197,16,4,19,8,14,67,47,57,0.1,0,92,2002,40,1935,29,1928,65,2002,2.09,1929,T,1988
854,2014-04-17,13,4,8,20,9,14,-6,0,0,0,10,0,-1.248982175,6,-0.350486197,17,4,19,9,14,67,48,58,0.09,0,95,2002,36,1875,26,1875,65,2002,2.74,1910,T,1905
855,2014-04-18,14,4,9,20,9,14,-5,0,0,0,9,0,-0.933583414,5,-0.350486197,18,4,20,9,14,68,48,58,0.09,0,95,1976,33,1875,25,1875,67,2002,1.4,1924,T,2001
856,2014-04-19,22,8,15,20,9,14,1,0,0,0,3,0,0.188982237,-1,-0.339175236,19,4,20,9,14,68,48,58,0.09,0,93,1976,44,1926,22,1875,69,1896,1.75,1877,T,1983
857,2014-04-20,18,9,14,20,9,15,-1,0,0,0,4,0,-0.025335891,0,-0.339175236,20,4,20,9,14,68,48,58,0.1,0,94,1941,47,1897,28,1904,67,1941,1.71,1940,T,1983
858,2014-04-21,21,6,14,20,9,15,-1,0,0,0,4,0,-0.077849894,1,-0.339175236,21,4,21,9,15,69,49,59,0.1,0,89,1976,47,1940,31,1875,64,1896,1.58,1929,,
859,2014-04-22,22,11,16,20,10,15,1,0.08,0,0,2,0,0.230066084,-1,-0.198993248,22,4,21,9,15,69,49,59,0.1,0,93,1985,47,1911,30,1875,65,1977,1.47,1883,T,1984
